,idade,profissao,estado_civil,educacao,inadimplente,emprestimo_moradia,emprestimo_pessoal,meio_contato,mes,dia_da_semana,duracao,qtd_contatos_campanha,dias_ultimo_contato,qtd_contatos_total,campanha_anterior,indice_precos_consumidor,indice_confianca_consumidor,numero_empregados,resultado
35341,32,3,2,4,1,1,1,1,1,5,53,3,999,0,1,92.893,-46.2,5099.1,1
35342,34,3,2,1,1,1,1,1,1,5,162,2,999,1,2,92.893,-46.2,5099.1,1
35343,32,2,1,3,1,2,1,1,1,5,34,11,999,0,1,92.893,-46.2,5099.1,1
35344,32,2,1,3,1,2,2,1,1,5,73,3,999,0,1,92.893,-46.2,5099.1,1
35345,26,3,2,4,1,1,1,1,1,5,22,8,999,1,2,92.893,-46.2,5099.1,1
35346,49,2,1,3,1,1,1,1,1,5,172,2,9,2,2,92.893,-46.2,5099.1,1
35347,52,8,3,1,1,2,1,2,1,5,258,3,999,0,1,92.893,-46.2,5099.1,1
35348,37,1,2,2,1,1,2,1,1,5,71,3,999,1,2,92.893,-46.2,5099.1,1
35349,32,2,2,3,1,2,1,1,1,5,11,8,999,0,1,92.893,-46.2,5099.1,1
35350,32,8,2,2,1,2,2,1,1,5,93,3,999,0,1,92.893,-46.2,5099.1,1
35351,30,2,2,6,1,1,1,1,1,5,92,4,999,1,2,92.893,-46.2,5099.1,1
35352,25,2,2,3,1,2,1,1,1,5,655,3,999,1,2,92.893,-46.2,5099.1,2
35353,29,1,2,2,1,1,1,1,1,5,138,2,999,1,2,92.893,-46.2,5099.1,1
35354,57,2,1,3,,2,1,1,1,5,432,3,999,0,1,92.893,-46.2,5099.1,1
35355,34,5,3,,1,2,1,1,1,5,200,3,999,1,2,92.893,-46.2,5099.1,1
35356,29,2,1,6,1,2,1,1,1,5,69,3,999,1,2,92.893,-46.2,5099.1,1
35357,33,7,1,1,1,2,1,1,1,5,204,3,999,0,1,92.893,-46.2,5099.1,1
35358,43,2,3,3,,2,2,1,1,5,25,5,999,1,2,92.893,-46.2,5099.1,1
35359,23,2,2,5,1,2,1,1,1,5,28,8,999,0,1,92.893,-46.2,5099.1,1
35360,24,4,2,3,1,2,2,1,1,5,68,4,999,1,2,92.893,-46.2,5099.1,1
35361,27,1,1,4,1,2,1,1,1,5,109,3,999,0,1,92.893,-46.2,5099.1,1
35362,29,2,3,5,1,2,1,1,1,5,1223,3,999,1,2,92.893,-46.2,5099.1,1
35363,23,2,2,4,1,2,1,1,1,5,136,3,999,1,2,92.893,-46.2,5099.1,1
35364,53,1,1,2,1,1,1,1,1,5,101,2,999,0,1,92.893,-46.2,5099.1,1
35365,43,1,1,2,1,2,1,1,1,5,126,2,999,1,2,92.893,-46.2,5099.1,1
35366,34,2,2,3,1,1,1,2,1,5,137,7,999,1,2,92.893,-46.2,5099.1,1
35367,39,2,1,5,1,,,2,1,5,155,6,999,0,1,92.893,-46.2,5099.1,1
35368,53,2,3,3,1,2,1,1,1,5,509,3,999,0,1,92.893,-46.2,5099.1,1
35369,37,1,3,2,1,1,1,1,1,5,143,2,999,1,2,92.893,-46.2,5099.1,1
35370,27,2,2,3,1,1,1,1,1,5,641,6,999,0,1,92.893,-46.2,5099.1,1
35371,34,2,2,6,,2,1,1,1,5,415,4,999,1,2,92.893,-46.2,5099.1,2
35372,54,5,1,1,1,1,1,1,1,5,104,2,999,0,1,92.893,-46.2,5099.1,1
35373,31,4,1,2,1,2,1,1,1,5,211,6,999,1,2,92.893,-46.2,5099.1,1
35374,27,3,1,1,1,2,1,1,1,5,131,3,999,0,1,92.893,-46.2,5099.1,1
35375,28,7,1,3,,1,1,1,1,5,22,5,999,0,1,92.893,-46.2,5099.1,1
35376,34,1,2,2,1,1,1,1,1,5,15,9,999,0,1,92.893,-46.2,5099.1,1
35377,29,1,1,2,1,2,1,1,1,5,1871,4,999,0,1,92.893,-46.2,5099.1,2
35378,24,4,2,2,1,2,2,1,1,5,69,2,999,2,2,92.893,-46.2,5099.1,1
35379,28,1,2,1,1,2,2,1,1,5,63,4,999,0,1,92.893,-46.2,5099.1,1
35380,25,2,2,2,1,1,1,1,1,5,1068,3,999,0,1,92.893,-46.2,5099.1,2
35381,58,1,3,2,,1,1,1,1,5,315,3,999,1,2,92.893,-46.2,5099.1,1
35382,42,2,1,5,1,2,1,1,1,5,58,3,999,0,1,92.893,-46.2,5099.1,1
35383,43,2,1,2,1,1,1,1,1,5,22,8,999,1,2,92.893,-46.2,5099.1,1
35384,50,7,1,2,1,2,2,1,1,5,1326,6,999,1,2,92.893,-46.2,5099.1,1
35385,34,2,1,5,,1,1,1,1,5,149,7,999,0,1,92.893,-46.2,5099.1,1
35386,22,1,2,3,1,2,2,1,1,5,34,10,999,0,1,92.893,-46.2,5099.1,1
35387,33,3,2,1,1,1,1,1,1,5,204,3,999,1,2,92.893,-46.2,5099.1,1
35388,48,2,1,3,1,1,1,1,1,5,44,9,999,0,1,92.893,-46.2,5099.1,1
35389,47,7,1,1,1,1,1,1,1,5,376,2,999,0,1,92.893,-46.2,5099.1,1
35390,38,2,3,5,,1,1,1,1,5,31,5,999,1,2,92.893,-46.2,5099.1,1
35391,40,3,1,1,1,2,2,1,1,5,133,2,999,0,1,92.893,-46.2,5099.1,1
35392,35,2,3,3,1,2,1,1,1,5,439,4,999,0,1,92.893,-46.2,5099.1,1
35393,32,3,2,,1,2,2,1,1,5,157,2,999,1,2,92.893,-46.2,5099.1,1
35394,32,1,2,,1,2,2,1,1,5,38,7,999,1,2,92.893,-46.2,5099.1,1
35395,45,7,3,1,1,1,1,2,1,5,462,4,999,0,1,92.893,-46.2,5099.1,2
35396,32,1,2,4,1,2,2,2,1,5,73,4,999,0,1,92.893,-46.2,5099.1,1
35397,26,4,1,2,1,2,1,1,1,5,104,3,999,0,1,92.893,-46.2,5099.1,1
35398,43,2,2,2,1,1,1,1,1,5,504,2,999,0,1,92.893,-46.2,5099.1,1
35399,25,2,2,3,1,1,1,1,1,5,121,3,999,0,1,92.893,-46.2,5099.1,1
35400,39,3,1,4,1,1,1,1,1,5,49,2,999,0,1,92.893,-46.2,5099.1,1
35401,37,4,3,4,1,1,1,1,1,5,258,2,999,0,1,92.893,-46.2,5099.1,1
35402,41,5,1,,1,2,1,1,1,5,163,5,999,1,2,92.893,-46.2,5099.1,1
35403,24,1,2,3,1,2,1,2,1,5,12,6,999,0,1,92.893,-46.2,5099.1,1
35404,28,4,2,3,1,1,2,1,1,5,126,2,999,1,2,92.893,-46.2,5099.1,1
35405,28,3,2,1,1,1,2,2,1,5,166,4,999,0,1,92.893,-46.2,5099.1,1
35406,25,1,2,1,1,2,1,1,1,5,11,7,999,1,2,92.893,-46.2,5099.1,1
35407,43,2,3,3,,2,1,1,1,5,59,4,999,0,1,92.893,-46.2,5099.1,1
35408,31,3,2,1,1,2,1,1,1,5,1313,7,999,1,2,92.893,-46.2,5099.1,2
35409,50,1,2,2,1,1,2,1,1,5,623,8,999,0,1,92.893,-46.2,5099.1,2
35410,26,1,2,2,1,2,1,1,1,5,157,3,999,0,1,92.893,-46.2,5099.1,1
35411,30,1,3,1,1,2,1,1,1,5,1598,4,999,1,2,92.893,-46.2,5099.1,2
35412,42,8,1,4,,1,1,1,1,5,385,3,999,0,1,92.893,-46.2,5099.1,1
35413,33,1,2,2,1,1,1,1,1,5,57,11,999,0,1,92.893,-46.2,5099.1,1
35414,55,3,1,4,1,1,2,1,1,5,543,3,999,1,2,92.893,-46.2,5099.1,1
35415,35,3,3,4,1,1,1,1,1,5,692,3,999,0,1,92.893,-46.2,5099.1,2
35416,45,2,2,2,,1,2,1,1,1,102,5,999,0,1,92.893,-46.2,5099.1,1
35417,32,3,1,4,1,1,1,1,1,1,20,6,999,0,1,92.893,-46.2,5099.1,1
35418,25,11,2,2,1,2,1,1,1,1,59,2,999,0,1,92.893,-46.2,5099.1,1
35419,41,10,1,4,1,2,1,2,1,1,33,5,999,0,1,92.893,-46.2,5099.1,1
35420,50,9,1,3,1,2,1,1,1,1,126,2,999,1,2,92.893,-46.2,5099.1,1
35421,39,3,2,4,1,2,1,1,1,1,87,5,999,0,1,92.893,-46.2,5099.1,1
35422,38,3,2,4,1,2,1,2,1,1,15,7,999,0,1,92.893,-46.2,5099.1,1
35423,42,3,2,1,1,1,1,1,1,1,45,4,999,0,1,92.893,-46.2,5099.1,1
35424,41,1,2,2,1,1,1,1,1,1,722,4,999,0,1,92.893,-46.2,5099.1,2
35425,45,2,2,2,,1,1,1,1,1,9,4,999,0,1,92.893,-46.2,5099.1,1
35426,48,1,3,1,1,1,1,1,1,1,17,5,999,1,2,92.893,-46.2,5099.1,1
35427,41,2,1,3,1,2,1,1,1,1,7,6,999,0,1,92.893,-46.2,5099.1,1
35428,41,1,3,4,1,1,1,1,1,1,16,10,999,0,1,92.893,-46.2,5099.1,1
35429,38,3,2,4,1,1,1,1,1,1,201,5,999,0,1,92.893,-46.2,5099.1,1
35430,41,1,1,1,,1,1,1,1,1,113,2,999,1,2,92.893,-46.2,5099.1,1
35431,25,1,2,1,1,1,1,1,1,1,8,5,999,0,1,92.893,-46.2,5099.1,1
35432,45,2,2,2,,2,1,1,1,1,8,7,999,0,1,92.893,-46.2,5099.1,1
35433,44,2,2,3,1,2,1,1,1,1,536,2,999,1,2,92.893,-46.2,5099.1,2
35434,29,1,3,4,1,2,2,1,1,1,58,6,999,0,1,92.893,-46.2,5099.1,1
35435,48,1,3,1,1,2,1,1,1,1,28,6,999,0,1,92.893,-46.2,5099.1,1
35436,49,2,3,4,1,2,1,1,1,1,11,10,999,0,1,92.893,-46.2,5099.1,1
35437,57,3,3,6,1,,,1,1,1,9,5,999,0,1,92.893,-46.2,5099.1,1
35438,36,1,1,2,,1,1,1,1,1,899,3,999,0,1,92.893,-46.2,5099.1,2
35439,49,2,3,4,1,1,1,1,1,1,17,8,999,1,2,92.893,-46.2,5099.1,1
35440,57,4,1,2,1,2,2,1,1,1,473,3,999,0,1,92.893,-46.2,5099.1,2
35441,36,1,1,2,,1,1,1,1,1,11,14,999,0,1,92.893,-46.2,5099.1,1
35442,38,1,2,1,1,1,1,1,1,1,114,4,999,0,1,92.893,-46.2,5099.1,1
35443,22,3,2,,1,2,1,1,1,1,106,5,999,0,1,92.893,-46.2,5099.1,1
35444,43,1,2,2,1,2,1,1,1,1,159,3,999,0,1,92.893,-46.2,5099.1,1
35445,31,3,2,2,,2,2,1,1,1,17,6,999,0,1,92.893,-46.2,5099.1,1
35446,42,5,3,1,1,1,1,1,1,1,359,5,999,0,1,92.893,-46.2,5099.1,1
35447,38,3,2,4,1,2,1,1,1,1,17,7,999,1,2,92.893,-46.2,5099.1,1
35448,39,8,1,2,1,1,1,1,1,1,11,8,999,0,1,92.893,-46.2,5099.1,1
35449,52,2,1,3,,2,1,1,1,1,70,3,999,0,1,92.893,-46.2,5099.1,1
35450,38,1,2,1,1,2,2,2,1,1,193,4,999,0,1,92.893,-46.2,5099.1,1
35451,31,1,1,1,1,1,1,1,1,1,116,4,999,0,1,92.893,-46.2,5099.1,1
35452,41,2,1,3,1,1,1,1,1,1,157,5,999,0,1,92.893,-46.2,5099.1,1
35453,36,1,1,2,,2,1,1,1,1,284,2,999,1,2,92.893,-46.2,5099.1,1
35454,57,2,3,3,1,2,1,2,1,1,73,6,999,0,1,92.893,-46.2,5099.1,1
35455,40,1,2,2,1,1,1,1,1,1,18,5,999,1,2,92.893,-46.2,5099.1,1
35456,57,1,2,2,1,2,1,2,1,1,26,5,12,1,3,92.893,-46.2,5099.1,1
35457,36,1,2,,1,2,1,1,1,1,222,6,999,0,1,92.893,-46.2,5099.1,1
35458,57,4,1,2,1,2,1,1,1,1,126,2,999,0,1,92.893,-46.2,5099.1,1
35459,21,11,2,2,1,1,1,1,1,1,97,2,999,1,2,92.893,-46.2,5099.1,1
35460,44,4,1,2,1,2,1,1,1,1,144,3,999,0,1,92.893,-46.2,5099.1,1
35461,45,2,2,2,,2,1,1,1,1,98,2,999,1,2,92.893,-46.2,5099.1,1
35462,35,9,1,1,1,2,1,1,1,1,59,2,999,0,1,92.893,-46.2,5099.1,1
35463,27,4,2,1,1,2,1,1,1,1,19,5,999,0,1,92.893,-46.2,5099.1,1
35464,54,6,3,4,1,2,1,1,1,1,44,8,999,0,1,92.893,-46.2,5099.1,1
35465,27,4,2,1,1,2,2,1,1,1,22,6,999,1,2,92.893,-46.2,5099.1,1
35466,25,3,2,4,1,2,1,1,1,1,44,4,999,0,1,92.893,-46.2,5099.1,1
35467,50,9,1,3,1,2,1,1,1,1,16,6,999,0,1,92.893,-46.2,5099.1,1
35468,46,1,3,6,1,1,1,1,1,1,7,7,999,1,2,92.893,-46.2,5099.1,1
35469,25,11,2,2,1,2,1,2,1,1,21,7,999,0,1,92.893,-46.2,5099.1,1
35470,38,3,2,4,1,2,2,1,1,1,15,9,999,0,1,92.893,-46.2,5099.1,1
35471,38,1,2,1,1,2,2,1,1,1,30,7,999,0,1,92.893,-46.2,5099.1,1
35472,41,1,3,2,1,1,1,1,1,1,13,8,999,0,1,92.893,-46.2,5099.1,1
35473,32,1,2,1,1,2,1,1,1,1,8,7,999,0,1,92.893,-46.2,5099.1,1
35474,52,2,1,3,,2,1,1,1,1,201,2,999,0,1,92.893,-46.2,5099.1,1
35475,33,5,1,1,1,2,1,1,1,1,259,2,999,0,1,92.893,-46.2,5099.1,1
35476,30,11,2,1,1,2,1,1,1,1,90,1,999,0,1,92.893,-46.2,5099.1,1
35477,52,1,3,3,1,2,1,2,1,1,51,1,999,0,1,92.893,-46.2,5099.1,1
35478,36,1,1,2,,2,2,1,1,1,264,1,10,1,3,92.893,-46.2,5099.1,1
35479,53,3,3,,1,2,1,1,1,1,35,6,999,0,1,92.893,-46.2,5099.1,1
35480,27,1,3,2,1,2,1,1,1,1,10,4,999,0,1,92.893,-46.2,5099.1,1
35481,57,4,1,2,1,1,1,1,1,1,380,1,999,0,1,92.893,-46.2,5099.1,1
35482,42,3,2,1,1,2,1,1,1,1,33,2,999,0,1,92.893,-46.2,5099.1,1
35483,44,3,1,1,1,1,1,1,1,1,30,5,999,0,1,92.893,-46.2,5099.1,1
35484,24,11,2,2,1,1,1,1,1,1,557,1,999,0,1,92.893,-46.2,5099.1,1
35485,54,2,1,5,,1,1,1,1,1,108,1,999,0,1,92.893,-46.2,5099.1,1
35486,31,1,1,1,1,2,2,1,1,1,173,1,999,0,1,92.893,-46.2,5099.1,1
35487,29,4,1,2,1,2,1,2,1,1,87,6,999,1,2,92.893,-46.2,5099.1,1
35488,36,1,1,2,,2,2,1,1,1,47,4,999,0,1,92.893,-46.2,5099.1,1
35489,30,1,1,3,1,2,2,1,1,1,97,1,999,1,2,92.893,-46.2,5099.1,1
35490,32,2,1,4,1,2,1,1,1,1,333,1,999,0,1,92.893,-46.2,5099.1,1
35491,28,1,2,1,1,1,1,1,1,1,55,1,999,0,1,92.893,-46.2,5099.1,1
35492,45,2,2,2,,2,1,1,1,1,29,6,999,1,2,92.893,-46.2,5099.1,1
35493,31,1,1,1,1,1,1,1,1,1,213,1,999,1,2,92.893,-46.2,5099.1,1
35494,28,1,2,1,1,1,1,1,1,1,192,1,999,1,2,92.893,-46.2,5099.1,1
35495,47,5,1,2,1,1,1,1,1,1,57,1,9,2,2,92.893,-46.2,5099.1,1
35496,34,1,2,1,1,2,1,1,1,1,16,1,999,0,1,92.893,-46.2,5099.1,1
35497,28,1,2,1,1,2,1,1,1,1,442,1,999,1,2,92.893,-46.2,5099.1,2
35498,47,5,1,2,1,1,1,1,1,1,245,1,999,0,1,92.893,-46.2,5099.1,1
35499,23,2,2,2,1,2,1,1,1,1,115,1,999,0,1,92.893,-46.2,5099.1,1
35500,46,2,1,3,1,2,1,1,1,1,410,1,999,0,1,92.893,-46.2,5099.1,1
35501,23,2,2,2,1,2,1,1,1,1,158,1,999,1,2,92.893,-46.2,5099.1,1
35502,34,1,2,1,1,1,1,1,1,1,283,1,999,0,1,92.893,-46.2,5099.1,1
35503,44,1,1,6,1,1,1,1,1,1,217,1,999,1,2,92.893,-46.2,5099.1,1
35504,39,1,2,4,1,2,1,1,1,1,97,1,999,1,2,92.893,-46.2,5099.1,1
35505,48,2,1,5,1,1,1,1,1,1,420,7,999,1,2,92.893,-46.2,5099.1,1
35506,44,1,1,6,1,,,1,1,1,608,1,999,1,2,92.893,-46.2,5099.1,2
35507,28,2,2,3,1,,,1,1,1,166,1,999,0,1,92.893,-46.2,5099.1,1
35508,38,3,2,4,1,1,1,2,1,1,325,1,999,0,1,92.893,-46.2,5099.1,1
35509,37,3,1,2,1,1,1,1,1,1,161,1,999,0,1,92.893,-46.2,5099.1,1
35510,41,1,2,1,1,2,1,1,1,1,166,2,999,0,1,92.893,-46.2,5099.1,1
35511,41,5,1,2,1,1,1,1,1,1,97,1,999,2,2,92.893,-46.2,5099.1,1
35512,30,2,2,3,1,1,1,1,1,1,74,1,999,0,1,92.893,-46.2,5099.1,1
35513,45,4,3,2,1,1,1,1,1,1,15,9,999,1,2,92.893,-46.2,5099.1,1
35514,41,5,1,2,1,1,1,1,1,1,216,1,999,0,1,92.893,-46.2,5099.1,1
35515,37,2,1,5,,2,1,1,1,1,170,1,999,2,2,92.893,-46.2,5099.1,1
35516,36,4,2,2,1,1,1,1,1,1,288,1,999,0,1,92.893,-46.2,5099.1,1
35517,52,1,1,2,1,2,1,1,1,1,17,1,999,0,1,92.893,-46.2,5099.1,1
35518,24,1,2,1,,1,1,1,1,1,220,1,999,1,2,92.893,-46.2,5099.1,1
35519,44,7,3,1,1,2,1,2,1,1,28,1,999,0,1,92.893,-46.2,5099.1,1
35520,30,1,1,2,1,2,1,1,1,1,169,1,999,0,1,92.893,-46.2,5099.1,1
35521,52,2,1,3,,2,1,1,1,1,185,1,999,0,1,92.893,-46.2,5099.1,1
35522,35,1,3,2,1,2,1,1,1,1,88,1,999,1,2,92.893,-46.2,5099.1,1
35523,44,4,3,2,1,1,1,1,1,1,903,4,999,0,1,92.893,-46.2,5099.1,2
35524,52,2,1,3,,1,1,1,1,1,248,1,999,0,1,92.893,-46.2,5099.1,1
35525,38,3,2,1,1,2,1,1,1,1,12,13,999,0,1,92.893,-46.2,5099.1,1
35526,25,11,2,2,1,2,1,2,1,1,52,9,999,0,1,92.893,-46.2,5099.1,1
35527,24,2,2,3,1,2,1,1,1,1,155,1,999,0,1,92.893,-46.2,5099.1,1
35528,33,10,1,5,1,1,1,1,1,1,205,1,999,0,1,92.893,-46.2,5099.1,1
35529,37,2,1,4,1,2,1,1,1,1,68,1,999,0,1,92.893,-46.2,5099.1,1
35530,41,1,3,2,1,2,1,1,1,1,63,5,999,0,1,92.893,-46.2,5099.1,1
35531,37,2,1,4,1,1,1,1,1,1,114,1,999,0,1,92.893,-46.2,5099.1,1
35532,24,2,2,3,1,1,1,1,1,1,297,1,999,0,1,92.893,-46.2,5099.1,1
35533,37,2,1,4,1,2,1,1,1,1,185,1,999,1,2,92.893,-46.2,5099.1,1
35534,34,1,1,2,,1,1,1,1,1,186,1,999,0,1,92.893,-46.2,5099.1,1
35535,33,2,2,2,1,1,1,1,1,1,222,1,999,0,1,92.893,-46.2,5099.1,1
35536,48,2,1,5,1,1,1,1,1,1,284,3,999,0,1,92.893,-46.2,5099.1,1
35537,30,3,2,1,1,1,1,1,1,1,195,1,999,0,1,92.893,-46.2,5099.1,1
35538,32,8,2,1,1,1,1,1,1,1,119,1,999,0,1,92.893,-46.2,5099.1,1
35539,41,5,3,2,1,1,1,1,1,1,261,1,999,1,2,92.893,-46.2,5099.1,1
35540,28,2,2,4,1,2,1,1,1,1,113,1,999,0,1,92.893,-46.2,5099.1,1
35541,46,2,1,2,1,1,1,1,1,1,11,5,999,0,1,92.893,-46.2,5099.1,1
35542,35,2,1,4,1,2,1,1,1,1,42,1,999,0,1,92.893,-46.2,5099.1,1
35543,33,3,1,4,1,2,1,1,1,1,110,1,999,0,1,92.893,-46.2,5099.1,1
35544,33,1,2,4,1,2,1,1,1,1,1340,1,999,0,1,92.893,-46.2,5099.1,2
35545,59,5,1,5,1,1,1,1,1,1,455,1,999,0,1,92.893,-46.2,5099.1,1
35546,29,1,2,2,1,2,1,1,1,1,119,1,999,0,1,92.893,-46.2,5099.1,1
35547,52,1,3,2,1,2,2,1,1,1,110,1,999,1,2,92.893,-46.2,5099.1,1
35548,38,3,2,4,1,1,1,1,1,1,170,2,999,1,2,92.893,-46.2,5099.1,1
35549,29,3,2,4,1,2,1,1,1,1,245,1,999,0,1,92.893,-46.2,5099.1,1
35550,30,1,1,2,1,1,1,1,1,1,268,2,999,0,1,92.893,-46.2,5099.1,1
35551,41,3,2,2,1,2,1,1,1,1,108,2,999,1,2,92.893,-46.2,5099.1,1
35552,29,3,2,4,1,2,1,1,1,1,487,1,999,0,1,92.893,-46.2,5099.1,2
35553,33,3,1,1,1,2,1,1,1,1,182,1,999,0,1,92.893,-46.2,5099.1,1
35554,31,1,2,2,,2,1,1,1,1,309,1,999,0,1,92.893,-46.2,5099.1,2
35555,25,2,2,3,1,2,1,1,1,1,165,1,999,0,1,92.893,-46.2,5099.1,1
35556,41,1,2,2,1,1,1,1,1,1,18,4,999,1,2,92.893,-46.2,5099.1,1
35557,21,2,2,3,1,2,1,1,1,1,250,1,999,0,1,92.893,-46.2,5099.1,1
35558,21,2,2,3,1,1,1,1,1,1,154,1,999,0,1,92.893,-46.2,5099.1,1
35559,33,2,2,2,1,1,1,1,1,1,2301,1,999,0,1,92.893,-46.2,5099.1,2
35560,35,3,3,1,1,1,1,1,1,1,169,1,999,0,1,92.893,-46.2,5099.1,1
35561,37,5,3,1,1,2,1,1,1,1,176,1,999,0,1,92.893,-46.2,5099.1,1
35562,47,7,1,4,1,2,1,1,1,1,69,1,999,0,1,92.893,-46.2,5099.1,1
35563,32,5,1,1,1,1,2,1,1,1,119,1,999,0,1,92.893,-46.2,5099.1,1
35564,37,5,3,1,1,1,1,1,1,1,493,1,999,0,1,92.893,-46.2,5099.1,2
35565,41,2,1,3,1,2,1,1,1,1,295,1,999,0,1,92.893,-46.2,5099.1,1
35566,29,1,2,1,,1,1,1,1,1,226,1,999,0,1,92.893,-46.2,5099.1,1
35567,25,11,2,2,1,1,1,2,1,1,11,6,999,0,1,92.893,-46.2,5099.1,1
35568,27,4,2,1,1,2,2,1,1,1,33,5,999,0,1,92.893,-46.2,5099.1,1
35569,44,10,1,3,1,2,1,2,1,1,152,4,999,0,1,92.893,-46.2,5099.1,1
35570,58,2,1,2,,1,1,1,1,1,176,1,999,0,1,92.893,-46.2,5099.1,1
35571,31,3,3,2,1,1,1,1,1,1,41,1,999,0,1,92.893,-46.2,5099.1,1
35572,42,4,3,2,1,2,1,1,1,1,252,4,999,0,1,92.893,-46.2,5099.1,1
35573,31,3,3,2,1,1,1,1,1,1,40,1,999,1,2,92.893,-46.2,5099.1,1
35574,36,2,1,3,1,2,1,1,1,1,156,1,999,1,2,92.893,-46.2,5099.1,1
35575,32,4,1,2,,2,1,1,1,1,126,1,999,0,1,92.893,-46.2,5099.1,1
35576,43,4,3,2,1,2,1,1,1,1,55,1,999,0,1,92.893,-46.2,5099.1,1
35577,32,2,1,3,,2,2,1,1,1,114,1,999,0,1,92.893,-46.2,5099.1,1
35578,30,1,2,1,,2,1,1,1,1,134,1,999,0,1,92.893,-46.2,5099.1,1
35579,46,1,3,6,1,2,1,1,1,1,18,5,999,0,1,92.893,-46.2,5099.1,1
35580,39,7,1,1,,2,1,1,1,1,98,1,999,1,2,92.893,-46.2,5099.1,1
35581,58,8,1,1,1,2,1,1,1,1,379,1,999,0,1,92.893,-46.2,5099.1,1
35582,31,2,1,2,1,1,1,1,1,1,128,1,999,0,1,92.893,-46.2,5099.1,1
35583,57,3,3,6,1,2,1,1,1,1,86,4,999,0,1,92.893,-46.2,5099.1,1
35584,30,1,2,1,,2,1,1,1,1,632,1,999,0,1,92.893,-46.2,5099.1,1
35585,38,1,2,1,1,2,1,1,1,1,98,5,999,0,1,92.893,-46.2,5099.1,1
35586,33,1,2,4,1,1,1,1,1,1,843,1,999,1,2,92.893,-46.2,5099.1,2
35587,50,1,3,5,1,2,1,1,1,1,8,11,999,0,1,92.893,-46.2,5099.1,1
35588,30,4,1,1,1,,,1,1,1,132,1,999,1,2,92.893,-46.2,5099.1,1
35589,47,4,1,2,1,1,1,1,1,1,261,1,999,0,1,92.893,-46.2,5099.1,1
35590,32,8,1,1,1,1,2,1,1,1,133,2,999,1,2,92.893,-46.2,5099.1,1
35591,47,4,1,2,1,2,2,1,1,1,398,1,999,1,2,92.893,-46.2,5099.1,1
35592,33,3,3,4,1,1,1,1,1,1,287,1,999,0,1,92.893,-46.2,5099.1,1
35593,44,10,3,6,1,1,1,1,1,1,208,1,999,0,1,92.893,-46.2,5099.1,1
35594,28,10,2,1,1,2,1,1,1,1,434,1,999,0,1,92.893,-46.2,5099.1,1
35595,42,2,3,5,1,2,1,1,1,1,119,4,999,0,1,92.893,-46.2,5099.1,1
35596,39,8,3,1,1,1,1,1,1,1,140,1,999,0,1,92.893,-46.2,5099.1,1
35597,43,3,1,4,1,1,2,1,1,1,191,2,12,1,3,92.893,-46.2,5099.1,1
35598,23,2,2,2,1,1,1,1,1,1,380,2,999,1,2,92.893,-46.2,5099.1,1
35599,32,2,1,4,1,2,1,1,1,1,115,2,999,0,1,92.893,-46.2,5099.1,1
35600,58,1,1,1,1,1,1,1,1,1,325,1,999,0,1,92.893,-46.2,5099.1,1
35601,29,1,1,1,1,2,1,1,1,1,167,1,999,0,1,92.893,-46.2,5099.1,1
35602,45,1,3,1,1,1,2,1,1,1,63,1,999,0,1,92.893,-46.2,5099.1,1
35603,35,1,2,1,1,1,1,1,1,1,21,1,999,0,1,92.893,-46.2,5099.1,1
35604,49,6,1,2,1,1,1,1,1,1,47,3,999,1,2,92.893,-46.2,5099.1,1
35605,42,3,2,1,1,1,2,1,1,1,9,5,999,0,1,92.893,-46.2,5099.1,1
35606,29,1,1,1,1,2,1,1,1,1,565,1,999,0,1,92.893,-46.2,5099.1,2
35607,45,1,3,1,1,1,1,1,1,1,507,1,999,0,1,92.893,-46.2,5099.1,2
35608,27,1,2,1,1,1,1,2,1,1,82,6,999,0,1,92.893,-46.2,5099.1,1
35609,55,1,3,,,2,1,1,1,1,105,1,999,0,1,92.893,-46.2,5099.1,1
35610,30,3,2,4,1,2,1,1,1,1,212,1,999,0,1,92.893,-46.2,5099.1,1
35611,46,3,3,4,1,1,1,1,1,1,78,1,999,0,1,92.893,-46.2,5099.1,1
35612,37,5,1,1,1,1,1,1,1,1,546,1,999,0,1,92.893,-46.2,5099.1,1
35613,44,5,3,1,1,1,1,1,1,1,79,3,999,1,2,92.893,-46.2,5099.1,1
35614,46,3,3,4,1,2,1,1,1,1,431,1,999,0,1,92.893,-46.2,5099.1,2
35615,29,3,2,1,1,1,1,1,1,1,74,3,999,0,1,92.893,-46.2,5099.1,1
35616,29,4,2,2,1,2,1,1,1,1,229,2,999,1,2,92.893,-46.2,5099.1,1
35617,33,4,1,2,1,1,2,1,1,1,600,4,999,0,1,92.893,-46.2,5099.1,2
35618,32,1,3,1,1,2,2,1,1,1,156,5,999,0,1,92.893,-46.2,5099.1,1
35619,30,1,2,1,1,2,1,1,1,1,114,2,999,0,1,92.893,-46.2,5099.1,1
35620,41,1,2,2,1,1,1,1,1,1,435,7,2,1,3,92.893,-46.2,5099.1,1
35621,34,1,1,4,1,2,2,1,1,1,326,1,999,0,1,92.893,-46.2,5099.1,1
35622,44,1,1,6,1,2,1,1,1,1,170,1,999,0,1,92.893,-46.2,5099.1,1
35623,46,5,1,1,1,1,1,1,1,1,143,1,999,0,1,92.893,-46.2,5099.1,1
