idade,qtd_contatos_campanha,qtd_contatos_total,indice_precos_consumidor,indice_confianca_consumidor,campanha_anterior_inteiros,educacao_inteiros,emprestimo_moradia_inteiros,inadimplente_inteiros,emprestimo_pessoal_inteiros,meio_contato_inteiros,mes_inteiros,dia_da_semana_inteiros,profissao_inteiros,estado_civil_inteiros,resultado
49,1,0,93.075,-47.1,1,6,1,0,0,0,0,2,5,0,0
47,1,0,93.075,-47.1,1,5,1,0,0,0,0,2,2,0,0
37,1,0,93.075,-47.1,1,6,1,0,1,0,0,2,0,0,0
75,4,0,93.075,-47.1,1,3,0,0,0,0,0,2,1,1,1
23,4,0,93.075,-47.1,1,2,0,0,0,0,0,2,0,0,0
50,1,0,93.075,-47.1,1,1,1,0,0,0,0,2,10,0,0
53,3,0,93.075,-47.1,1,6,0,0,0,0,0,2,0,2,0
37,4,0,93.075,-47.1,1,5,1,0,0,0,0,2,2,1,0
41,2,0,93.075,-47.1,1,5,1,0,0,0,0,2,2,0,0
52,2,1,93.075,-47.1,0,6,1,0,0,0,0,2,0,0,0
29,2,0,93.075,-47.1,1,6,0,0,0,0,0,2,7,2,0
54,1,0,93.075,-47.1,1,2,1,0,0,0,0,2,10,0,0
31,1,0,93.075,-47.1,1,2,0,0,0,1,0,2,9,0,0
30,3,1,93.075,-47.1,0,2,1,0,0,0,0,2,0,2,0
33,3,2,93.075,-47.1,0,5,1,0,0,0,0,2,2,0,0
30,1,0,93.075,-47.1,1,3,1,0,0,0,0,2,2,0,0
33,2,1,93.075,-47.1,0,2,0,0,0,0,0,2,10,0,0
34,4,0,93.075,-47.1,1,5,1,0,0,0,0,2,0,0,0
45,1,1,93.075,-47.1,0,4,1,0,0,0,0,2,2,0,0
34,1,0,93.075,-47.1,1,6,0,0,0,0,0,2,5,2,0
22,1,0,93.075,-47.1,1,2,1,0,0,0,0,2,9,2,0
36,1,0,93.075,-47.1,1,5,1,0,0,0,0,2,2,0,0
40,3,0,93.075,-47.1,1,6,1,0,0,0,0,2,8,2,0
30,3,0,93.075,-47.1,1,3,1,0,0,0,0,2,2,0,0
35,1,1,93.075,-47.1,0,6,1,0,0,0,0,2,0,0,0
35,1,0,93.075,-47.1,1,6,0,0,0,0,0,2,5,1,1
52,5,1,93.075,-47.1,0,5,1,0,1,0,0,2,0,1,0
31,2,0,93.075,-47.1,1,2,0,0,0,0,0,2,9,1,0
40,1,0,93.075,-47.1,1,6,1,0,0,1,0,2,0,1,0
45,2,1,93.075,-47.1,0,2,1,0,0,0,0,2,10,0,0
33,1,1,93.075,-47.1,0,1,1,0,0,0,0,2,10,1,0
31,1,0,93.075,-47.1,1,6,1,0,0,0,0,2,8,0,0
43,1,0,93.075,-47.1,1,3,1,0,0,0,0,2,2,0,0
34,1,1,93.075,-47.1,0,2,1,0,0,0,0,2,2,0,0
45,1,1,93.075,-47.1,0,5,1,0,0,0,0,2,2,0,0
55,1,1,93.075,-47.1,0,6,1,0,0,0,0,2,0,0,0
56,1,0,93.075,-47.1,1,6,1,0,0,0,0,2,4,0,1
31,2,0,93.075,-47.1,1,6,1,0,0,0,0,2,0,2,0
59,2,0,93.075,-47.1,1,1,1,0,0,0,0,2,8,0,0
37,3,0,93.075,-47.1,1,3,1,0,0,0,0,2,2,2,0
30,1,0,93.075,-47.1,1,6,0,0,0,0,0,2,10,1,0
32,2,0,93.075,-47.1,1,6,0,0,0,0,0,2,10,0,0
41,1,1,93.075,-47.1,0,2,1,0,0,0,0,2,2,0,0
24,1,0,93.075,-47.1,1,1,1,0,0,0,0,2,0,2,1
57,2,1,93.075,-47.1,0,2,1,0,0,0,0,2,9,0,0
33,1,0,93.075,-47.1,1,2,0,0,0,0,0,2,2,0,0
59,1,0,93.075,-47.1,1,1,0,0,0,0,0,2,10,1,1
50,2,1,93.075,-47.1,0,2,0,0,0,0,0,2,0,0,0
25,1,0,93.075,-47.1,1,6,0,0,0,0,0,2,8,1,0
44,2,0,93.075,-47.1,1,6,0,0,0,0,0,2,7,0,0
25,1,0,93.075,-47.1,1,6,0,0,0,0,0,2,8,1,1
25,1,0,93.075,-47.1,1,6,0,0,1,0,0,2,8,1,1
32,2,0,93.075,-47.1,1,6,1,0,0,0,0,2,0,2,0
37,1,0,93.075,-47.1,1,6,0,0,0,0,0,2,7,0,0
50,2,0,93.075,-47.1,1,5,1,0,1,0,0,2,0,1,0
39,2,1,93.075,-47.1,0,6,1,0,0,0,0,2,7,0,0
43,2,1,93.075,-47.1,0,6,1,0,0,0,0,2,7,0,0
37,3,0,93.075,-47.1,1,2,0,0,0,0,0,2,0,0,0
21,3,0,93.075,-47.1,1,2,1,0,0,0,0,2,6,2,0
32,1,0,93.075,-47.1,1,6,0,0,0,0,0,2,7,2,0
39,3,0,93.075,-47.1,1,6,1,0,0,0,0,2,7,2,0
34,2,0,93.075,-47.1,1,5,0,0,0,0,0,2,2,0,0
36,2,1,93.075,-47.1,0,5,1,0,0,0,0,2,10,0,0
51,5,0,93.075,-47.1,1,3,0,0,1,0,0,2,2,1,0
45,1,0,93.075,-47.1,1,5,1,0,0,0,0,2,9,1,0
21,1,0,93.075,-47.1,1,6,1,0,1,0,0,2,8,2,0
31,1,0,93.075,-47.1,1,2,1,0,0,0,0,2,9,1,0
54,3,2,93.075,-47.1,0,2,0,0,0,0,0,2,10,0,0
31,1,0,93.075,-47.1,1,2,1,0,0,0,0,2,9,1,0
21,1,0,93.075,-47.1,1,6,1,0,0,0,0,2,8,2,1
53,3,0,93.075,-47.1,1,1,1,0,0,0,0,2,0,0,0
41,2,0,93.075,-47.1,1,6,0,0,0,0,0,2,0,2,0
50,1,0,93.075,-47.1,1,2,1,0,0,0,0,2,5,0,0
34,1,0,93.075,-47.1,1,6,0,0,0,0,0,2,7,0,1
38,1,0,93.075,-47.1,1,2,0,0,0,1,0,2,2,0,0
48,1,0,93.075,-47.1,1,2,1,0,0,0,0,2,9,1,0
36,1,0,93.075,-47.1,1,2,1,0,0,0,0,2,0,0,0
42,1,0,93.075,-47.1,1,3,1,0,1,0,0,2,2,0,0
39,6,1,93.075,-47.1,0,6,1,0,1,0,0,2,10,2,0
31,2,0,93.075,-47.1,1,5,0,0,0,0,0,2,9,0,0
34,5,0,93.075,-47.1,1,4,0,0,0,0,0,2,0,2,0
34,2,0,93.075,-47.1,1,4,0,0,0,0,0,2,0,2,0
24,3,0,93.075,-47.1,1,6,1,0,0,0,0,2,0,2,0
41,3,1,93.075,-47.1,0,1,1,0,1,0,0,2,10,0,0
32,1,1,93.075,-47.1,0,1,1,0,1,0,0,2,10,2,0
43,2,1,93.075,-47.1,0,6,0,0,0,0,0,2,7,0,0
41,2,0,93.075,-47.1,1,3,0,0,0,0,0,2,2,0,0
46,2,0,93.075,-47.1,1,6,0,0,0,0,0,2,2,2,1
31,2,0,93.075,-47.1,1,2,0,0,0,0,0,2,9,1,0
41,2,1,93.075,-47.1,0,2,0,0,1,0,0,2,0,0,0
24,2,0,93.075,-47.1,1,1,0,0,0,0,0,2,0,2,1
40,4,1,93.075,-47.1,0,3,1,0,1,0,0,2,2,0,0
41,3,1,93.075,-47.1,0,1,1,0,1,0,0,2,0,0,0
39,1,0,93.075,-47.1,1,2,1,0,1,0,0,2,0,2,0
39,1,1,93.075,-47.1,0,6,1,0,0,0,0,2,0,2,0
31,12,0,93.075,-47.1,1,1,1,0,0,1,0,2,10,2,0
50,3,1,93.075,-47.1,0,6,1,0,1,0,0,2,7,0,0
40,1,1,93.075,-47.1,0,3,0,0,0,0,0,2,2,0,0
35,3,0,93.075,-47.1,1,6,1,0,0,0,0,2,10,0,0
29,2,0,93.075,-47.1,1,5,1,0,0,0,0,2,10,2,1
37,3,0,93.075,-47.1,1,2,1,0,0,0,0,2,2,0,0
21,4,1,93.075,-47.1,0,2,0,0,0,0,0,2,6,2,0
36,2,0,93.075,-47.1,1,2,1,0,0,0,0,2,9,0,0
50,4,0,93.075,-47.1,1,6,1,0,0,0,0,2,7,0,0
27,5,1,93.075,-47.1,0,6,0,0,1,0,0,2,10,2,0
31,3,1,93.075,-47.1,0,2,1,0,1,0,0,2,9,2,0
35,3,0,93.075,-47.1,1,6,0,0,0,0,0,2,7,0,0
42,4,0,93.075,-47.1,1,6,1,0,0,0,0,2,9,0,0
37,3,0,93.075,-47.1,1,2,0,0,0,0,0,2,9,0,0
25,1,1,93.075,-47.1,0,6,1,0,0,0,0,2,0,0,0
52,5,0,93.075,-47.1,1,5,1,0,1,1,0,2,5,0,0
25,1,0,93.075,-47.1,1,6,0,0,1,0,0,2,0,2,1
31,3,0,93.075,-47.1,1,5,1,0,0,0,0,2,9,0,1
47,2,1,93.075,-47.1,0,5,1,0,0,0,0,2,10,0,0
35,1,0,93.075,-47.1,1,6,1,0,1,0,0,2,0,1,1
31,5,1,93.075,-47.1,0,6,1,0,1,0,0,2,0,2,1
69,1,0,93.075,-47.1,1,3,0,0,0,0,0,2,1,1,0
37,2,0,93.075,-47.1,1,4,1,0,0,0,0,2,2,0,0
69,1,0,93.075,-47.1,1,3,1,0,0,0,0,2,1,1,1
34,2,1,93.075,-47.1,0,6,1,0,0,0,0,2,0,2,0
37,7,1,93.075,-47.1,0,5,1,0,0,0,0,2,0,0,0
34,2,0,93.075,-47.1,1,5,1,0,0,0,0,2,0,0,0
50,2,0,93.075,-47.1,1,3,0,0,0,0,0,2,2,0,0
33,2,0,93.075,-47.1,1,3,1,0,0,0,0,2,2,2,0
31,3,0,93.075,-47.1,1,5,0,0,0,0,0,2,9,0,0
39,4,0,93.075,-47.1,1,6,0,0,1,0,0,2,7,0,0
35,2,0,93.075,-47.1,1,5,0,0,0,0,0,2,0,2,0
32,4,0,93.075,-47.1,1,4,0,0,0,0,0,2,2,2,0
42,3,0,93.075,-47.1,1,2,1,0,0,0,0,2,2,0,0
34,4,0,93.075,-47.1,1,6,1,0,0,0,0,2,0,2,0
37,4,0,93.075,-47.1,1,1,1,0,0,0,0,2,2,0,0
35,2,0,93.075,-47.1,1,2,0,0,0,0,0,2,9,0,0
33,2,0,93.075,-47.1,1,3,1,0,0,0,0,2,4,0,0
39,2,0,93.075,-47.1,1,2,0,0,0,0,0,2,0,2,0
50,3,1,93.075,-47.1,0,5,1,0,0,0,0,2,2,0,0
34,3,0,93.075,-47.1,1,5,1,0,0,0,0,2,2,2,0
33,6,0,93.075,-47.1,1,5,0,0,0,0,0,2,2,1,0
45,2,0,93.075,-47.1,1,4,1,0,0,0,0,2,2,0,0
42,2,0,93.075,-47.1,1,6,0,0,0,0,0,2,9,0,0
31,3,0,93.075,-47.1,1,6,1,0,0,0,0,2,0,2,0
57,3,1,93.075,-47.1,0,3,1,0,0,1,0,2,8,0,0
56,3,0,93.075,-47.1,1,6,1,0,0,0,0,2,1,1,0
43,2,0,93.075,-47.1,1,5,1,0,0,0,0,2,2,0,0
36,3,0,93.075,-47.1,1,5,1,0,1,0,0,2,10,0,0
33,3,0,93.075,-47.1,1,3,1,0,0,0,0,2,4,0,0
41,2,0,93.075,-47.1,1,1,0,0,0,0,0,2,0,0,0
23,2,0,93.075,-47.1,1,2,0,0,0,0,0,2,6,2,0
24,3,1,93.075,-47.1,0,1,1,0,0,0,0,2,10,2,0
38,3,0,93.075,-47.1,1,2,1,0,0,0,0,2,9,0,0
29,2,1,93.075,-47.1,0,2,1,0,0,1,0,2,0,2,0
33,2,0,93.075,-47.1,1,2,1,0,0,0,0,2,2,0,0
33,3,0,93.075,-47.1,1,1,0,0,0,0,0,2,10,2,0
50,2,0,93.075,-47.1,1,2,1,0,0,0,0,2,0,0,0
35,4,2,93.075,-47.1,0,5,1,0,0,1,0,2,9,0,0
46,4,0,93.075,-47.1,1,2,0,0,0,0,0,2,9,0,0
33,5,0,93.075,-47.1,1,2,0,0,0,0,0,2,9,2,0
31,5,0,93.075,-47.1,1,1,1,0,0,0,0,2,10,2,0
40,4,1,93.075,-47.1,0,6,0,0,0,0,0,2,0,2,0
43,2,1,93.075,-47.1,0,4,0,0,0,0,0,2,2,0,0
37,3,0,93.075,-47.1,1,5,0,0,1,0,0,2,2,0,0
36,2,1,93.075,-47.1,0,4,0,0,0,0,0,2,10,0,0
24,6,1,93.075,-47.1,0,1,1,0,0,0,0,2,0,0,0
57,2,0,93.075,-47.1,1,6,0,0,0,0,0,2,10,0,0
40,3,0,93.075,-47.1,1,6,0,0,0,0,0,2,7,0,0
47,2,0,93.075,-47.1,1,5,1,0,0,0,0,2,2,0,0
42,2,1,93.075,-47.1,0,2,0,0,0,0,0,2,0,1,0
38,5,0,93.075,-47.1,1,1,1,0,0,0,0,2,10,2,0
38,4,1,93.075,-47.1,0,5,1,0,0,0,0,2,5,0,0
49,6,1,93.075,-47.1,0,6,1,0,0,0,0,2,0,0,0
34,5,0,93.075,-47.1,1,4,1,0,0,1,0,2,2,0,0
46,2,0,93.075,-47.1,1,6,0,0,0,0,0,2,0,2,0
37,3,1,93.075,-47.1,0,1,1,0,0,0,0,2,9,2,0
30,6,0,93.075,-47.1,1,6,1,0,0,0,0,2,6,2,0
49,2,0,93.075,-47.1,1,6,0,0,1,0,0,2,5,0,0
35,4,0,93.075,-47.1,1,6,1,0,0,0,0,2,10,0,0
41,3,0,93.075,-47.1,1,1,0,0,0,0,0,2,2,0,0
45,4,0,93.075,-47.1,1,3,0,0,0,1,0,2,2,1,0
42,3,0,93.075,-47.1,1,3,0,0,0,0,0,2,2,0,0
28,5,0,93.075,-47.1,1,2,0,0,0,0,0,2,0,2,1
51,4,0,93.075,-47.1,1,5,1,0,0,0,0,2,2,0,0
42,2,0,93.075,-47.1,1,3,1,0,0,0,0,2,2,0,0
37,5,1,93.075,-47.1,0,1,1,0,0,0,0,2,2,2,0
37,2,0,93.075,-47.1,1,6,0,0,0,0,0,2,0,0,0
60,2,1,93.075,-47.1,0,4,1,0,0,0,0,2,1,0,0
49,4,0,93.075,-47.1,1,2,0,0,0,0,0,2,9,0,0
34,3,0,93.075,-47.1,1,5,0,0,0,0,0,2,2,0,0
32,3,0,93.075,-47.1,1,2,0,0,0,0,0,2,9,0,0
33,2,0,93.075,-47.1,1,5,0,0,1,0,0,2,2,0,0
46,2,0,93.075,-47.1,1,5,0,0,0,0,0,2,0,0,0
42,2,0,93.075,-47.1,1,5,0,0,0,0,0,2,2,1,0
55,3,0,93.075,-47.1,1,6,1,0,1,0,0,2,0,0,0
33,3,0,93.075,-47.1,1,3,0,0,0,0,0,2,2,2,0
39,3,0,93.075,-47.1,1,6,0,0,0,0,0,2,0,0,0
39,3,2,93.075,-47.1,0,6,0,0,0,0,0,2,0,0,0
37,4,0,93.075,-47.1,1,1,1,0,0,0,0,2,9,2,0
38,2,0,93.075,-47.1,1,2,0,0,0,0,0,2,9,0,0
31,6,0,93.075,-47.1,1,6,0,0,0,0,0,2,0,2,0
36,3,0,93.075,-47.1,1,5,1,0,0,0,0,2,2,0,0
40,2,1,93.075,-47.1,0,1,1,0,0,0,0,2,10,2,0
38,4,0,93.075,-47.1,1,5,1,0,0,0,0,2,0,1,0
38,4,0,93.075,-47.1,1,5,1,0,0,0,0,2,2,0,0
27,4,1,93.075,-47.1,0,6,1,0,1,0,0,2,7,2,0
34,4,1,93.075,-47.1,0,5,0,0,0,0,0,2,2,0,0
39,3,0,93.075,-47.1,1,3,1,0,0,0,0,2,2,0,0
33,2,0,93.075,-47.1,1,5,0,0,1,0,0,2,2,1,0
34,2,0,93.075,-47.1,1,6,1,0,0,0,0,2,8,2,0
37,3,0,93.075,-47.1,1,2,1,0,0,0,0,2,9,0,0
54,3,1,93.075,-47.1,0,2,1,0,0,0,0,2,10,0,0
32,6,1,93.075,-47.1,0,2,1,0,1,0,0,2,9,0,0
40,2,0,93.075,-47.1,1,6,1,0,1,0,0,2,0,2,0
38,4,0,93.075,-47.1,1,3,1,0,1,0,0,2,5,2,0
34,3,0,93.075,-47.1,1,1,0,0,0,0,0,2,10,0,0
42,5,1,93.075,-47.1,0,2,0,0,1,0,0,2,2,0,0
53,2,0,93.075,-47.1,1,4,1,0,1,0,0,2,2,0,0
52,3,0,93.075,-47.1,1,1,1,0,0,1,0,2,10,0,0
48,2,0,93.075,-47.1,1,2,1,0,0,0,0,2,9,1,0
37,2,0,93.075,-47.1,1,6,1,0,0,0,0,2,10,2,0
57,2,0,93.075,-47.1,1,3,1,0,0,0,0,2,8,0,0
36,3,1,93.075,-47.1,0,6,1,0,0,1,0,2,0,0,0
39,2,0,93.075,-47.1,1,2,1,0,0,0,0,2,0,0,0
57,5,0,93.075,-47.1,1,3,1,0,0,0,0,2,8,0,0
37,3,0,93.075,-47.1,1,2,0,0,0,0,0,2,2,0,1
34,2,0,93.075,-47.1,1,6,1,0,0,0,0,2,0,2,0
54,2,0,93.075,-47.1,1,6,1,0,1,0,0,4,0,0,1
64,4,0,93.075,-47.1,1,6,1,0,0,0,0,4,1,0,1
31,3,0,93.075,-47.1,1,6,0,0,1,0,0,4,10,2,1
56,2,0,93.075,-47.1,1,6,0,0,0,0,0,4,8,0,1
75,2,0,93.075,-47.1,1,3,0,0,0,0,0,4,1,0,0
64,2,0,93.075,-47.1,1,6,1,0,1,0,0,4,1,0,0
53,1,0,93.075,-47.1,1,6,1,0,0,0,0,4,0,0,0
54,1,0,93.075,-47.1,1,6,1,0,0,0,0,4,7,0,0
78,1,0,93.075,-47.1,1,3,1,0,0,0,0,4,1,0,1
57,4,0,93.075,-47.1,1,3,1,0,1,1,0,4,1,0,1
31,17,0,93.075,-47.1,1,6,0,0,0,1,0,4,10,2,1
75,1,1,93.075,-47.1,0,3,0,0,0,0,0,4,1,0,1
41,1,0,93.075,-47.1,1,6,0,0,0,0,0,4,10,0,0
47,1,0,93.075,-47.1,1,1,1,0,0,0,0,4,4,2,1
70,1,0,93.075,-47.1,1,4,1,0,0,0,0,4,1,0,0
54,1,0,93.075,-47.1,1,6,1,0,0,0,0,4,7,0,1
54,1,0,93.075,-47.1,1,6,0,0,0,0,0,4,7,0,1
78,1,0,93.075,-47.1,1,3,1,0,1,0,0,4,1,0,0
66,1,1,93.075,-47.1,0,3,1,0,0,0,0,4,1,0,0
29,1,0,93.075,-47.1,1,6,0,0,0,0,0,4,10,2,0
65,3,0,93.075,-47.1,1,1,0,0,0,1,0,4,8,0,0
47,2,0,93.075,-47.1,1,3,0,0,0,0,0,4,4,0,0
34,1,0,93.075,-47.1,1,2,0,0,0,0,0,4,0,1,0
34,1,0,93.075,-47.1,1,2,1,0,0,0,0,4,0,1,1
34,3,0,93.075,-47.1,1,2,1,0,0,1,0,4,0,1,0
75,2,1,93.075,-47.1,0,3,0,0,0,0,0,4,1,0,1
53,2,1,93.075,-47.1,2,6,1,0,0,0,0,4,0,0,1
31,2,0,93.075,-47.1,1,6,1,0,0,1,0,4,10,2,1
47,2,0,93.075,-47.1,1,1,1,0,0,0,0,4,4,2,1
78,2,0,93.075,-47.1,1,3,1,0,0,1,0,4,1,0,1
64,4,0,93.075,-47.1,1,6,0,0,0,0,0,4,1,0,1
27,1,0,93.075,-47.1,1,2,1,0,0,0,0,4,9,2,1
31,4,0,93.075,-47.1,1,6,0,0,0,1,0,4,10,2,0
61,5,0,93.075,-47.1,1,6,1,0,0,0,0,0,0,0,0
46,7,0,93.075,-47.1,1,6,1,0,0,1,0,0,0,0,0
46,8,1,93.075,-47.1,0,6,1,0,0,1,0,0,0,0,0
23,7,0,93.075,-47.1,1,6,1,0,0,0,0,0,0,2,0
33,1,0,93.075,-47.1,1,6,1,0,0,1,0,0,0,2,0
29,4,0,93.075,-47.1,1,2,1,0,1,1,0,0,0,2,0
23,5,0,93.075,-47.1,1,6,0,0,1,0,0,0,0,2,0
23,2,0,93.075,-47.1,1,6,0,0,0,0,0,0,0,2,1
30,1,0,93.075,-47.1,1,6,1,0,0,0,0,0,3,2,1
23,1,0,93.075,-47.1,1,6,1,0,0,0,0,0,0,2,1
23,1,0,93.075,-47.1,1,6,1,0,0,0,0,0,0,2,1
52,1,0,93.075,-47.1,1,3,1,0,0,0,0,0,2,0,1
45,1,0,93.075,-47.1,1,5,1,0,0,0,0,0,8,2,0
23,1,1,93.075,-47.1,0,6,0,0,0,0,0,0,0,2,1
45,1,0,93.075,-47.1,1,6,0,0,1,1,0,0,10,1,0
29,1,1,93.075,-47.1,2,2,0,0,1,0,0,0,0,2,1
46,2,0,93.075,-47.1,1,6,1,0,0,0,0,0,0,0,0
64,1,2,93.075,-47.1,0,3,1,0,0,0,0,0,1,0,1
29,1,0,93.075,-47.1,1,6,1,0,0,0,0,0,0,2,1
64,1,0,93.075,-47.1,1,6,1,0,0,0,0,0,1,0,0
39,1,0,93.075,-47.1,1,6,0,0,0,0,0,0,0,0,1
37,1,0,93.075,-47.1,1,2,1,0,0,0,0,0,9,2,1
25,1,0,93.075,-47.1,1,2,1,0,0,0,0,0,0,2,1
55,1,1,93.075,-47.1,0,2,0,0,1,0,0,0,0,0,1
54,2,0,93.075,-47.1,1,1,1,0,0,0,0,0,10,0,1
48,9,0,93.075,-47.1,1,6,1,0,0,0,0,0,0,0,0
50,2,1,93.075,-47.1,0,5,1,0,0,0,0,0,10,1,0
25,3,1,93.075,-47.1,0,2,1,0,0,0,0,0,0,2,0
61,4,1,93.075,-47.1,0,3,1,0,0,0,0,0,1,0,1
65,2,0,93.075,-47.1,1,6,0,0,0,0,0,0,1,0,1
60,2,0,93.075,-47.1,1,1,0,0,0,0,0,0,10,0,1
39,2,0,93.075,-47.1,1,6,0,0,0,0,0,0,0,0,0
52,5,0,93.075,-47.1,1,3,1,0,0,0,0,0,2,0,1
58,3,0,93.075,-47.1,1,1,1,0,0,0,0,0,1,2,1
60,1,0,93.075,-47.1,1,1,1,0,0,0,0,0,2,0,1
19,2,0,93.075,-47.1,1,3,0,0,1,0,0,0,6,2,1
25,2,0,93.075,-47.1,1,6,1,0,0,0,0,1,0,2,1
62,4,0,93.075,-47.1,1,6,1,0,1,1,0,1,8,0,0
53,3,0,93.075,-47.1,1,5,0,0,0,1,0,1,1,0,0
61,5,0,93.075,-47.1,1,6,1,0,1,0,0,1,0,0,1
52,5,0,93.075,-47.1,1,4,0,0,0,0,0,1,2,0,1
37,1,0,93.075,-47.1,1,2,1,0,0,1,0,1,10,2,0
44,1,0,93.075,-47.1,1,6,0,0,0,0,0,1,0,0,1
35,2,0,93.075,-47.1,1,6,0,0,0,0,0,1,10,0,1
50,3,0,93.075,-47.1,1,6,1,0,1,1,0,1,0,0,1
27,1,0,93.075,-47.1,1,6,0,0,0,1,0,1,6,2,0
38,1,0,93.075,-47.1,1,1,1,0,1,0,0,1,10,0,0
42,1,0,93.075,-47.1,1,2,1,0,0,0,0,1,10,0,1
33,1,0,93.075,-47.1,1,6,0,0,0,1,0,1,8,0,0
43,4,0,93.075,-47.1,1,6,0,0,0,0,0,1,0,0,1
28,3,0,93.075,-47.1,1,5,1,0,0,0,0,1,2,2,0
28,2,0,93.075,-47.1,1,5,1,0,1,0,0,1,2,2,0
26,4,0,93.075,-47.1,1,2,1,0,0,0,0,1,6,2,1
37,2,0,93.075,-47.1,1,2,1,0,0,1,0,1,10,2,0
29,1,0,93.075,-47.1,1,2,0,0,0,0,0,1,6,2,0
85,1,0,93.075,-47.1,1,3,1,0,0,0,0,1,1,0,0
31,16,0,93.075,-47.1,1,6,0,0,0,0,0,1,0,2,0
28,2,0,93.075,-47.1,1,5,1,0,0,0,0,3,2,2,0
30,1,1,93.075,-47.1,0,6,1,0,0,0,0,3,10,2,0
50,1,0,93.075,-47.1,1,6,1,0,0,0,0,3,0,0,1
36,2,0,93.075,-47.1,1,2,0,0,0,0,0,3,0,0,0
85,2,0,93.075,-47.1,1,3,1,0,0,0,0,3,1,0,0
80,6,3,93.075,-47.1,0,2,0,0,0,0,0,3,2,0,0
64,1,0,93.075,-47.1,1,2,1,0,0,0,0,3,1,0,0
64,2,0,93.075,-47.1,1,2,1,0,0,0,0,3,7,0,1
27,1,1,93.075,-47.1,0,6,0,0,0,0,0,3,6,2,1
38,5,1,93.075,-47.1,0,6,0,0,0,0,0,3,10,2,1
66,4,0,93.075,-47.1,1,1,1,0,1,0,0,3,1,0,0
64,2,0,93.075,-47.1,1,6,0,0,0,0,0,3,1,0,0
33,3,0,93.075,-47.1,1,2,1,0,0,0,0,2,9,2,0
71,12,0,93.075,-47.1,1,6,1,0,1,1,0,2,1,0,0
27,1,0,93.075,-47.1,1,6,0,0,0,0,0,2,7,0,0
36,1,0,93.075,-47.1,1,6,0,0,0,0,0,2,7,0,0
28,1,0,93.075,-47.1,1,2,0,0,0,0,0,2,3,2,1
28,1,0,93.075,-47.1,1,5,0,0,0,0,0,2,2,2,0
28,1,0,93.075,-47.1,1,5,0,0,0,0,0,2,2,2,0
64,3,0,93.075,-47.1,1,6,0,0,0,1,0,2,1,0,0
27,1,0,93.075,-47.1,1,6,1,0,0,0,0,2,0,2,1
27,1,0,93.075,-47.1,1,6,0,0,0,0,0,2,7,0,1
55,1,1,93.075,-47.1,0,1,0,0,0,0,0,2,9,1,0
41,1,0,93.075,-47.1,1,2,0,0,0,0,0,2,0,0,0
53,1,0,93.075,-47.1,1,2,1,0,0,0,0,2,0,2,0
38,1,0,93.075,-47.1,1,6,0,0,0,0,0,2,0,1,1
38,1,0,93.075,-47.1,1,6,0,0,0,0,0,2,0,1,0
85,1,0,93.075,-47.1,1,3,0,0,0,0,0,2,1,0,0
62,1,0,93.075,-47.1,1,6,0,0,0,0,0,2,8,0,0
23,1,0,93.075,-47.1,1,6,1,0,0,0,0,2,7,2,1
38,2,0,93.075,-47.1,1,1,1,0,0,0,0,2,10,0,0
27,3,0,93.075,-47.1,1,6,1,0,0,0,0,4,0,2,0
52,2,0,93.075,-47.1,1,4,0,0,0,0,0,4,2,0,0
85,3,0,93.075,-47.1,1,3,0,0,0,0,0,4,1,0,0
61,2,0,93.075,-47.1,1,6,1,0,0,0,0,4,1,1,0
38,2,0,93.075,-47.1,1,6,1,0,0,0,0,4,0,1,1
38,2,0,93.075,-47.1,1,2,0,0,0,0,0,4,9,0,0
61,2,0,93.075,-47.1,1,6,0,0,0,0,0,4,10,0,0
23,2,0,93.075,-47.1,1,6,1,0,0,0,0,4,7,2,0
31,2,0,93.075,-47.1,1,6,1,0,0,0,0,4,0,2,0
51,2,0,93.075,-47.1,1,4,1,0,0,0,0,0,2,0,0
33,3,0,93.075,-47.1,1,2,1,0,0,0,0,0,0,2,1
47,2,0,93.075,-47.1,1,2,1,0,0,0,0,0,9,0,1
33,2,1,93.075,-47.1,0,2,1,0,0,0,0,0,0,2,1
30,5,0,93.075,-47.1,1,6,0,0,0,0,0,0,10,2,0
53,3,0,93.075,-47.1,1,2,1,0,1,1,0,0,0,2,0
69,4,1,93.075,-47.1,0,2,1,0,0,0,0,0,1,0,0
55,23,0,93.075,-47.1,1,1,1,0,0,1,0,0,9,1,0
30,8,0,93.075,-47.1,1,6,1,0,0,1,0,0,10,2,0
52,7,0,93.075,-47.1,1,1,1,0,0,0,0,0,7,1,0
24,1,0,93.075,-47.1,1,6,1,0,0,0,0,1,10,2,0
31,1,0,93.075,-47.1,1,6,1,0,0,0,0,1,7,2,0
24,1,0,93.075,-47.1,1,6,1,0,0,0,0,1,10,2,0
33,1,0,93.075,-47.1,1,6,0,0,0,0,0,1,0,0,0
35,1,0,93.075,-47.1,1,6,1,0,1,0,0,1,0,2,0
27,1,0,93.075,-47.1,1,6,0,0,0,0,0,1,0,2,1
79,1,0,93.075,-47.1,1,5,1,0,0,0,0,1,1,0,1
60,1,0,93.075,-47.1,1,1,1,0,0,0,0,1,0,0,1
60,1,0,93.075,-47.1,1,2,0,0,0,0,0,1,1,0,1
58,1,1,93.075,-47.1,2,3,1,0,0,0,0,1,1,0,0
